movie_id,title,release_date,movie_url
27082927,醉佳导演,2018-01-05,https://movie.douban.com/subject/27082927/
27199690,我来过,2018-01-05,https://movie.douban.com/subject/27199690/
22265634,星球大战八：最后的绝地武士,2018-01-05,https://movie.douban.com/subject/22265634/
27614421,只想好好和你在一起,2018-01-05,https://movie.douban.com/subject/27614421/
26631663,尼斯·疯狂的心,2018-01-05,https://movie.douban.com/subject/26631663/
27170581,天籁梦想,2018-01-09,https://movie.douban.com/subject/27170581/
6874741,无问西东,2018-01-12,https://movie.douban.com/subject/6874741/
26984538,卧底巨星,2018-01-12,https://movie.douban.com/subject/26984538/
26586766,勇敢者游戏：决战丛林,2018-01-12,https://movie.douban.com/subject/26586766/
27073291,太空救援,2018-01-12,https://movie.douban.com/subject/27073291/
27199679,时空终点,2018-01-12,https://movie.douban.com/subject/27199679/
26954003,大世界,2018-01-12,https://movie.douban.com/subject/26954003/
27017988,丢心,2018-01-12,https://movie.douban.com/subject/27017988/
2133433,迷镇凶案,2018-01-12,https://movie.douban.com/subject/2133433/
1293796,大寒,2018-01-12,https://movie.douban.com/subject/1293796/
26996415,红月亮之武陵山歌,2018-01-15,https://movie.douban.com/subject/26996415/
11615929,我的影子在奔跑,2018-01-16,https://movie.douban.com/subject/11615929/
26628256,一个人的课堂,2018-01-16,https://movie.douban.com/subject/26628256/
27601920,芒刺,2018-01-16,https://movie.douban.com/subject/27601920/
26827040,英雄本色2018,2018-01-18,https://movie.douban.com/subject/26827040/
26612285,谜巢,2018-01-19,https://movie.douban.com/subject/26612285/
25846857,公牛历险记,2018-01-19,https://movie.douban.com/subject/25846857/
26787574,奇迹男孩,2018-01-19,https://movie.douban.com/subject/26787574/
26942674,神秘巨星,2018-01-19,https://movie.douban.com/subject/26942674/
4849728,第一夫人,2018-01-19,https://movie.douban.com/subject/4849728/
27661668,天使的声音,2018-01-20,https://movie.douban.com/subject/27661668/
27179424,敦煌不了情,2018-01-23,https://movie.douban.com/subject/27179424/
27063331,大雪冬至,2018-01-25,https://movie.douban.com/subject/27063331/
26004132,移动迷宫三：死亡解药,2018-01-26,https://movie.douban.com/subject/26004132/
26724807,二十四小时:末路重生,2018-01-26,https://movie.douban.com/subject/26724807/
26606761,五度空间,2018-01-26,https://movie.douban.com/subject/26606761/
2256010,半个月亮,2018-01-26,https://movie.douban.com/subject/2256010/
2338070,绝命时钟2：22,2018-01-26,https://movie.douban.com/subject/2338070/
26666947,S4侠降魔记,2018-01-26,https://movie.douban.com/subject/26666947/
26548048,麦兵兵,2018-01-27,https://movie.douban.com/subject/26548048/
27156899,梭哈人生,2018-01-30,https://movie.douban.com/subject/27156899/
3914513,马戏之王,2018-02-01,https://movie.douban.com/subject/3914513/
26873029,时空偷渡少女,2018-02-01,https://movie.douban.com/subject/26873029/
26597804,毕业旅行笑翻天,2018-02-01,https://movie.douban.com/subject/26597804/
27621546,小狗奶瓶,2018-02-02,https://movie.douban.com/subject/27621546/
26742730,浪矢解忧杂货店,2018-02-02,https://movie.douban.com/subject/26742730/
26628329,南极之恋,2018-02-02,https://movie.douban.com/subject/26628329/
26176481,小马宝莉大电影,2018-02-02,https://movie.douban.com/subject/26176481/
27200821,余额不足,2018-02-02,https://movie.douban.com/subject/27200821/
27605297,金龟子,2018-02-02,https://movie.douban.com/subject/27605297/
26415327,盲·道,2018-02-02,https://movie.douban.com/subject/26415327/
27027913,忌日快乐,2018-02-02,https://movie.douban.com/subject/27027913/
27663995,莫名我就喜欢你,2018-02-02,https://movie.douban.com/subject/27663995/
26909507,狗狗的疯狂假期,2018-02-02,https://movie.douban.com/subject/26909507/
30273078,坏爸爸,2018-02-02,https://movie.douban.com/subject/30273078/
26796845,莫斯科陷落,2018-02-02,https://movie.douban.com/subject/26796845/
27194329,我和“叛徒”老爸,2018-02-03,https://movie.douban.com/subject/27194329/
26857951,大导归来,2018-02-09,https://movie.douban.com/subject/26857951/
26944076,泡芙小姐,2018-02-09,https://movie.douban.com/subject/26944076/
27667817,疯狂熊孩子,2018-02-09,https://movie.douban.com/subject/27667817/
27661976,无迹可寻,2018-02-09,https://movie.douban.com/subject/27661976/
30125762,熊猫石的奇幻旅行,2018-02-09,https://movie.douban.com/subject/30125762/
30134714,爱情的单程列车,2018-02-14,https://movie.douban.com/subject/30134714/
25829175,西游记女儿国,2018-02-16,https://movie.douban.com/subject/25829175/
26575103,捉妖记二,2018-02-16,https://movie.douban.com/subject/26575103/
26861685,红海行动,2018-02-16,https://movie.douban.com/subject/26861685/
26698897,唐人街探案二,2018-02-16,https://movie.douban.com/subject/26698897/
27114417,祖宗十九代,2018-02-16,https://movie.douban.com/subject/27114417/
27176717,熊出没·变形记,2018-02-16,https://movie.douban.com/subject/27176717/
30136561,名将之后,2018-02-17,https://movie.douban.com/subject/30136561/
27622779,小城轶事之人怕出名猪怕壮,2018-02-20,https://movie.douban.com/subject/27622779/
3036465,爱在记忆消逝前,2018-02-23,https://movie.douban.com/subject/3036465/
26898855,翻滚吧姐妹,2018-03-01,https://movie.douban.com/subject/26898855/
26611804,三块广告牌,2018-03-02,https://movie.douban.com/subject/26611804/
25856453,闺蜜二：无二不作,2018-03-02,https://movie.douban.com/subject/25856453/
26836837,宇宙有爱浪漫同游,2018-03-02,https://movie.douban.com/subject/26836837/
26995719,金钱世界,2018-03-02,https://movie.douban.com/subject/26995719/
26393561,小萝莉的猴神大叔,2018-03-02,https://movie.douban.com/subject/26393561/
30152451,厉害了，我的国,2018-03-02,https://movie.douban.com/subject/30152451/
26649604,比得兔,2018-03-02,https://movie.douban.com/subject/26649604/
6402151,勇者闯魔城,2018-03-02,https://movie.douban.com/subject/6402151/
28446693,落绕,2018-03-02,https://movie.douban.com/subject/28446693/
27180882,疯狂的公牛,2018-03-08,https://movie.douban.com/subject/27180882/
25899334,飞鸟历险记,2018-03-08,https://movie.douban.com/subject/25899334/
30159520,对戒,2018-03-08,https://movie.douban.com/subject/30159520/
30167997,黑豹,2018-03-09,https://movie.douban.com/subject/30167997/
27085923,灵魂当铺之时间典当,2018-03-09,https://movie.douban.com/subject/27085923/
26603666,妈妈咪鸭,2018-03-09,https://movie.douban.com/subject/26603666/
26972275,恋爱回旋,2018-03-09,https://movie.douban.com/subject/26972275/
26984234,玲珑井,2018-03-16,https://movie.douban.com/subject/26984234/
26731790,十七后 与青春化敌为友,2018-03-16,https://movie.douban.com/subject/26731790/
26752852,水形物语,2018-03-16,https://movie.douban.com/subject/26752852/
27076492,虎皮萌企鹅,2018-03-16,https://movie.douban.com/subject/27076492/
27042405,大坏狐狸的故事,2018-03-16,https://movie.douban.com/subject/27042405/
3445906,古墓丽影：源起之战,2018-03-16,https://movie.douban.com/subject/3445906/
30162172,出山记,2018-03-23,https://movie.douban.com/subject/30162172/
20435622,环太平洋二：雷霆再起,2018-03-23,https://movie.douban.com/subject/20435622/
26661194,脱皮爸爸,2018-03-23,https://movie.douban.com/subject/26661194/
26828415,青春24秒,2018-03-23,https://movie.douban.com/subject/26828415/
26737491,无眸之杀,2018-03-23,https://movie.douban.com/subject/26737491/
26846031,萌犬好声音,2018-03-24,https://movie.douban.com/subject/26846031/
27072634,河间圣手,2018-03-29,https://movie.douban.com/subject/27072634/
26967920,遇见你真好,2018-03-29,https://movie.douban.com/subject/26967920/
26952153,第三度嫌疑人,2018-03-30,https://movie.douban.com/subject/26952153/
10574490,约会大师,2018-03-30,https://movie.douban.com/subject/10574490/
26806316,我说的都是真的,2018-03-30,https://movie.douban.com/subject/26806316/
27198129,爱的帕斯卡,2018-03-30,https://movie.douban.com/subject/27198129/
27196380,花滑女王,2018-03-30,https://movie.douban.com/subject/27196380/
26313740,玩命,2018-03-30,https://movie.douban.com/subject/26313740/
4920389,头号玩家,2018-03-30,https://movie.douban.com/subject/4920389/
7056414,通勤营救,2018-03-30,https://movie.douban.com/subject/7056414/
26715485,三伏天,2018-03-30,https://movie.douban.com/subject/26715485/
30176977,二麻租媳妇,2018-03-31,https://movie.douban.com/subject/30176977/
26718803,奇葩朵朵,2018-04-04,https://movie.douban.com/subject/26718803/
26593732,清水里的刀子,2018-04-04,https://movie.douban.com/subject/26593732/
26647117,暴裂无声,2018-04-04,https://movie.douban.com/subject/26647117/
26942631,起跑线,2018-04-04,https://movie.douban.com/subject/26942631/
27114911,猫与桃花源,2018-04-05,https://movie.douban.com/subject/27114911/
26588783,冰雪女王三：火与冰,2018-04-05,https://movie.douban.com/subject/26588783/
26384741,湮灭,2018-04-13,https://movie.douban.com/subject/26384741/
25727544,寻找罗麦,2018-04-13,https://movie.douban.com/subject/25727544/
26022319,西北风云,2018-04-13,https://movie.douban.com/subject/26022319/
26692647,毕业作品,2018-04-13,https://movie.douban.com/subject/26692647/
1892134,夺命来电,2018-04-13,https://movie.douban.com/subject/1892134/
30180521,二师兄来了,2018-04-13,https://movie.douban.com/subject/30180521/
30171599,青春后驱动,2018-04-13,https://movie.douban.com/subject/30171599/
26430636,狂暴巨兽,2018-04-13,https://movie.douban.com/subject/26430636/
27200820,凌晨两点半,2018-04-13,https://movie.douban.com/subject/27200820/
30183443,壹号别墅,2018-04-19,https://movie.douban.com/subject/30183443/
27077266,米花之味,2018-04-20,https://movie.douban.com/subject/27077266/
26602305,二十一克拉,2018-04-20,https://movie.douban.com/subject/26602305/
26661189,脱单告急,2018-04-20,https://movie.douban.com/subject/26661189/
26760161,冰封迷案,2018-04-20,https://movie.douban.com/subject/26760161/
26640371,犬之岛,2018-04-20,https://movie.douban.com/subject/26640371/
27149979,理想之路,2018-04-20,https://movie.douban.com/subject/27149979/
30188193,求求你爱上我,2018-04-20,https://movie.douban.com/subject/30188193/
27592569,雪葬,2018-04-27,https://movie.douban.com/subject/27592569/
26935777,玛丽与魔女之花,2018-04-28,https://movie.douban.com/subject/26935777/
