movie_id,title,url,rating_overall,rating_num,rating_5,rating_4,rating_3,rating_2,rating_1
27170581,天籁梦想,https://movie.douban.com/subject/27170581/,null,NA,NA,NA,NA,NA,NA
27082927,醉佳导演,https://movie.douban.com/subject/27082927/,null,NA,NA,NA,NA,NA,NA
6874741,无问西东,https://movie.douban.com/subject/6874741/,7.5,705167,25.30%,38.50%,26.50%,7.20%,2.40%
26984538,卧底巨星,https://movie.douban.com/subject/26984538/,3.5,20066,1.00%,1.80%,14.80%,34.80%,47.60%
26586766,勇敢者游戏：决战丛林,https://movie.douban.com/subject/26586766/,6.8,199360,6.80%,34.40%,50.20%,7.60%,0.90%
27073291,太空救援,https://movie.douban.com/subject/27073291/,7.6,68289,16.20%,51.50%,29.90%,2.30%,0.20%
26954003,大世界,https://movie.douban.com/subject/26954003/,6.9,54477,7.80%,39.70%,44.30%,7.00%,1.20%
27199679,时空终点,https://movie.douban.com/subject/27199679/,2.9,319,0.00%,3.30%,6.70%,20.00%,70.00%
27017988,丢心,https://movie.douban.com/subject/27017988/,null,NA,NA,NA,NA,NA,NA
2133433,迷镇凶案,https://movie.douban.com/subject/2133433/,6.1,23583,3.00%,20.80%,57.20%,17.30%,1.70%
1293796,大寒,https://movie.douban.com/subject/1293796/,6.8,843,11.00%,33.70%,43.70%,9.00%,2.60%
26996415,红月亮之武陵山歌,https://movie.douban.com/subject/26996415/,null,NA,NA,NA,NA,NA,NA
22265634,星球大战八：最后的绝地武士,https://movie.douban.com/subject/22265634/,7.1,149190,13.70%,37.80%,39.00%,7.70%,1.80%
26631663,尼斯·疯狂的心,https://movie.douban.com/subject/26631663/,8.1,6416,26.20%,52.30%,19.90%,1.40%,0.30%
27614421,只想好好和你在一起,https://movie.douban.com/subject/27614421/,null,NA,NA,NA,NA,NA,NA
11615929,我的影子在奔跑,https://movie.douban.com/subject/11615929/,7,6510,10.60%,41.50%,39.40%,6.30%,2.20%
26628256,一个人的课堂,https://movie.douban.com/subject/26628256/,7.5,759,33.30%,31.30%,20.80%,6.30%,8.30%
27601920,芒刺,https://movie.douban.com/subject/27601920/,null,NA,NA,NA,NA,NA,NA
26827040,英雄本色2018,https://movie.douban.com/subject/26827040/,4.5,39993,4.40%,4.10%,26.90%,41.90%,22.60%
26612285,谜巢,https://movie.douban.com/subject/26612285/,3.4,22120,0.70%,1.90%,13.10%,36.80%,47.50%
25846857,公牛历险记,https://movie.douban.com/subject/25846857/,7.2,52483,13.00%,39.50%,43.30%,3.80%,0.40%
26787574,奇迹男孩,https://movie.douban.com/subject/26787574/,8.6,538261,42.90%,44.30%,12.00%,0.70%,0.10%
26942674,神秘巨星,https://movie.douban.com/subject/26942674/,7.7,405627,23.60%,44.40%,27.50%,3.70%,0.70%
4849728,第一夫人,https://movie.douban.com/subject/4849728/,6.6,31880,5.50%,28.30%,55.30%,10.00%,0.90%
27661668,天使的声音,https://movie.douban.com/subject/27661668/,null,NA,NA,NA,NA,NA,NA
27179424,敦煌不了情,https://movie.douban.com/subject/27179424/,null,NA,NA,NA,NA,NA,NA
27063331,大雪冬至,https://movie.douban.com/subject/27063331/,6.3,971,6.50%,31.20%,37.60%,18.30%,6.50%
26004132,移动迷宫三：死亡解药,https://movie.douban.com/subject/26004132/,5.3,93550,2.30%,10.20%,45.80%,32.90%,8.70%
26724807,二十四小时:末路重生,https://movie.douban.com/subject/26724807/,5.1,7747,1.10%,7.40%,43.80%,39.30%,8.40%
26606761,五度空间,https://movie.douban.com/subject/26606761/,null,NA,NA,NA,NA,NA,NA
2256010,半个月亮,https://movie.douban.com/subject/2256010/,null,NA,NA,NA,NA,NA,NA
26548048,麦兵兵,https://movie.douban.com/subject/26548048/,null,NA,NA,NA,NA,NA,NA
2338070,绝命时钟2：22,https://movie.douban.com/subject/2338070/,5.8,7820,3.40%,15.70%,50.60%,25.30%,4.90%
26666947,S4侠降魔记,https://movie.douban.com/subject/26666947/,3.5,2467,0.70%,2.00%,16.30%,31.40%,49.70%
27156899,梭哈人生,https://movie.douban.com/subject/27156899/,4,602,7.10%,2.40%,11.90%,38.10%,40.50%
3914513,马戏之王,https://movie.douban.com/subject/3914513/,7.7,187863,22.40%,45.80%,28.30%,2.90%,0.50%
26873029,时空偷渡少女,https://movie.douban.com/subject/26873029/,3.4,898,2.60%,0.00%,15.40%,28.20%,53.80%
26597804,毕业旅行笑翻天,https://movie.douban.com/subject/26597804/,2.2,827,0.00%,0.00%,2.30%,6.80%,90.90%
27621546,小狗奶瓶,https://movie.douban.com/subject/27621546/,6.2,1338,16.00%,19.10%,35.10%,20.20%,9.60%
26742730,浪矢解忧杂货店,https://movie.douban.com/subject/26742730/,7.1,86141,13.70%,37.00%,42.00%,6.50%,0.80%
26628329,南极之恋,https://movie.douban.com/subject/26628329/,6.6,106481,9.80%,29.30%,45.50%,12.90%,2.50%
26176481,小马宝莉大电影,https://movie.douban.com/subject/26176481/,6.7,4151,12.50%,21.10%,54.70%,10.80%,0.90%
27200821,余额不足,https://movie.douban.com/subject/27200821/,null,NA,NA,NA,NA,NA,NA
27605297,金龟子,https://movie.douban.com/subject/27605297/,5.2,603,2.80%,11.10%,44.40%,25.00%,16.70%
26415327,盲·道,https://movie.douban.com/subject/26415327/,5,6552,7.30%,7.10%,31.20%,35.60%,18.90%
27027913,忌日快乐,https://movie.douban.com/subject/27027913/,7,256425,8.10%,41.90%,44.40%,5.00%,0.50%
27663995,莫名我就喜欢你,https://movie.douban.com/subject/27663995/,null,NA,NA,NA,NA,NA,NA
26909507,狗狗的疯狂假期,https://movie.douban.com/subject/26909507/,6.1,1747,8.40%,13.70%,53.40%,22.90%,1.50%
30273078,坏爸爸,https://movie.douban.com/subject/30273078/,7.3,334,23.30%,31.70%,33.30%,9.20%,2.50%
26796845,莫斯科陷落,https://movie.douban.com/subject/26796845/,4.8,17005,2.30%,6.50%,34.10%,42.30%,14.80%
27194329,我和“叛徒”老爸,https://movie.douban.com/subject/27194329/,null,NA,NA,NA,NA,NA,NA
26857951,大导归来,https://movie.douban.com/subject/26857951/,3.4,609,2.40%,2.40%,9.50%,33.30%,52.40%
26944076,泡芙小姐,https://movie.douban.com/subject/26944076/,3.6,9515,2.40%,3.00%,16.10%,27.20%,51.40%
27667817,疯狂熊孩子,https://movie.douban.com/subject/27667817/,null,NA,NA,NA,NA,NA,NA
27661976,无迹可寻,https://movie.douban.com/subject/27661976/,null,NA,NA,NA,NA,NA,NA
30125762,熊猫石的奇幻旅行,https://movie.douban.com/subject/30125762/,null,NA,NA,NA,NA,NA,NA
30134714,爱情的单程列车,https://movie.douban.com/subject/30134714/,null,NA,NA,NA,NA,NA,NA
25829175,西游记女儿国,https://movie.douban.com/subject/25829175/,4.4,154114,3.70%,7.20%,24.40%,36.40%,28.30%
26575103,捉妖记二,https://movie.douban.com/subject/26575103/,4.9,351549,2.40%,7.60%,37.60%,37.80%,14.60%
26861685,红海行动,https://movie.douban.com/subject/26861685/,8.2,1006868,37.70%,41.40%,17.30%,2.50%,1.00%
26698897,唐人街探案二,https://movie.douban.com/subject/26698897/,6.6,881340,8.50%,31.50%,44.80%,11.70%,3.50%
27114417,祖宗十九代,https://movie.douban.com/subject/27114417/,4.2,113513,3.50%,4.50%,23.40%,37.40%,31.30%
27176717,熊出没·变形记,https://movie.douban.com/subject/27176717/,6.8,19610,12.00%,30.80%,45.20%,9.80%,2.20%
30136561,名将之后,https://movie.douban.com/subject/30136561/,null,NA,NA,NA,NA,NA,NA
27622779,小城轶事之人怕出名猪怕壮,https://movie.douban.com/subject/27622779/,5.6,934,7.30%,23.60%,27.30%,23.60%,18.20%
3036465,爱在记忆消逝前,https://movie.douban.com/subject/3036465/,8.1,41800,27.30%,52.70%,18.70%,1.30%,0.10%
26898855,翻滚吧姐妹,https://movie.douban.com/subject/26898855/,null,NA,NA,NA,NA,NA,NA
26611804,三块广告牌,https://movie.douban.com/subject/26611804/,8.7,796703,46.80%,43.40%,8.90%,0.70%,0.20%
25856453,闺蜜二：无二不作,https://movie.douban.com/subject/25856453/,2.7,24615,1.00%,1.00%,6.40%,14.60%,77.10%
26836837,宇宙有爱浪漫同游,https://movie.douban.com/subject/26836837/,3.8,884,11.50%,7.70%,7.70%,7.70%,65.40%
26995719,金钱世界,https://movie.douban.com/subject/26995719/,7,43922,6.60%,40.00%,48.70%,4.30%,0.40%
26393561,小萝莉的猴神大叔,https://movie.douban.com/subject/26393561/,8.4,467069,42.00%,40.40%,15.30%,1.80%,0.40%
30152451,厉害了，我的国,https://movie.douban.com/subject/30152451/,null,NA,NA,NA,NA,NA,NA
26649604,比得兔,https://movie.douban.com/subject/26649604/,7,101457,11.40%,37.80%,43.80%,6.00%,1.10%
6402151,勇者闯魔城,https://movie.douban.com/subject/6402151/,8.8,25479,52.60%,36.00%,9.80%,1.20%,0.40%
28446693,落绕,https://movie.douban.com/subject/28446693/,null,NA,NA,NA,NA,NA,NA
27180882,疯狂的公牛,https://movie.douban.com/subject/27180882/,null,NA,NA,NA,NA,NA,NA
25899334,飞鸟历险记,https://movie.douban.com/subject/25899334/,5.8,682,2.90%,8.80%,64.70%,23.50%,0.00%
30159520,对戒,https://movie.douban.com/subject/30159520/,null,NA,NA,NA,NA,NA,NA
30167997,黑豹,https://movie.douban.com/subject/30167997/,6.3,21748,9.90%,22.70%,43.80%,17.60%,6.10%
27085923,灵魂当铺之时间典当,https://movie.douban.com/subject/27085923/,null,NA,NA,NA,NA,NA,NA
26603666,妈妈咪鸭,https://movie.douban.com/subject/26603666/,7,34915,10.80%,38.50%,43.00%,6.80%,0.90%
26972275,恋爱回旋,https://movie.douban.com/subject/26972275/,7,79529,10.30%,35.10%,47.60%,6.20%,0.80%
26984234,玲珑井,https://movie.douban.com/subject/26984234/,null,NA,NA,NA,NA,NA,NA
26731790,十七后 与青春化敌为友,https://movie.douban.com/subject/26731790/,null,NA,NA,NA,NA,NA,NA
26752852,水形物语,https://movie.douban.com/subject/26752852/,7.2,429081,14.10%,40.90%,38.10%,5.80%,1.20%
27076492,虎皮萌企鹅,https://movie.douban.com/subject/27076492/,5.9,2125,5.10%,16.30%,53.10%,19.40%,6.10%
27042405,大坏狐狸的故事,https://movie.douban.com/subject/27042405/,8.3,90431,34.00%,49.60%,15.60%,0.70%,0.20%
3445906,古墓丽影：源起之战,https://movie.douban.com/subject/3445906/,6,145149,3.60%,16.90%,57.50%,19.40%,2.60%
30162172,出山记,https://movie.douban.com/subject/30162172/,7.4,741,13.00%,47.80%,37.00%,2.20%,0.00%
20435622,环太平洋二：雷霆再起,https://movie.douban.com/subject/20435622/,5.4,237096,2.80%,11.50%,47.70%,30.30%,7.70%
26661194,脱皮爸爸,https://movie.douban.com/subject/26661194/,5.4,6306,4.80%,10.30%,43.50%,34.00%,7.40%
26828415,青春24秒,https://movie.douban.com/subject/26828415/,null,NA,NA,NA,NA,NA,NA
26737491,无眸之杀,https://movie.douban.com/subject/26737491/,null,NA,NA,NA,NA,NA,NA
26846031,萌犬好声音,https://movie.douban.com/subject/26846031/,5.5,1696,4.00%,16.70%,40.50%,30.20%,8.70%
27072634,河间圣手,https://movie.douban.com/subject/27072634/,null,NA,NA,NA,NA,NA,NA
26967920,遇见你真好,https://movie.douban.com/subject/26967920/,4.5,26042,4.30%,8.40%,24.40%,34.60%,28.20%
26952153,第三度嫌疑人,https://movie.douban.com/subject/26952153/,7,35956,9.20%,40.50%,43.70%,6.10%,0.40%
10574490,约会大师,https://movie.douban.com/subject/10574490/,null,NA,NA,NA,NA,NA,NA
26806316,我说的都是真的,https://movie.douban.com/subject/26806316/,4.6,12018,1.20%,6.50%,34.10%,38.10%,20.10%
27198129,爱的帕斯卡,https://movie.douban.com/subject/27198129/,null,NA,NA,NA,NA,NA,NA
27196380,花滑女王,https://movie.douban.com/subject/27196380/,6.7,18475,7.80%,30.40%,50.50%,10.00%,1.30%
26313740,玩命,https://movie.douban.com/subject/26313740/,6.4,50591,4.60%,26.40%,56.50%,11.10%,1.40%
4920389,头号玩家,https://movie.douban.com/subject/4920389/,8.7,1326567,48.50%,37.80%,11.90%,1.30%,0.40%
7056414,通勤营救,https://movie.douban.com/subject/7056414/,6.5,67991,3.90%,26.40%,59.90%,9.10%,0.70%
26715485,三伏天,https://movie.douban.com/subject/26715485/,4.7,2590,1.10%,6.20%,33.70%,46.50%,12.50%
30176977,二麻租媳妇,https://movie.douban.com/subject/30176977/,null,NA,NA,NA,NA,NA,NA
26718803,奇葩朵朵,https://movie.douban.com/subject/26718803/,4.2,19870,2.00%,4.90%,22.90%,39.30%,30.90%
26593732,清水里的刀子,https://movie.douban.com/subject/26593732/,6.5,5336,6.60%,25.60%,53.40%,12.80%,1.60%
26647117,暴裂无声,https://movie.douban.com/subject/26647117/,8.2,476874,31.20%,50.70%,16.10%,1.70%,0.30%
26942631,起跑线,https://movie.douban.com/subject/26942631/,7.9,208141,21.60%,52.90%,23.50%,1.80%,0.30%
27114911,猫与桃花源,https://movie.douban.com/subject/27114911/,6,9151,7.30%,19.80%,46.30%,20.50%,6.00%
26588783,冰雪女王三：火与冰,https://movie.douban.com/subject/26588783/,4.5,2856,1.00%,5.90%,36.30%,30.40%,26.50%
26384741,湮灭,https://movie.douban.com/subject/26384741/,7.2,351542,11.60%,43.10%,38.60%,5.70%,1.00%
25727544,寻找罗麦,https://movie.douban.com/subject/25727544/,4.2,6267,3.30%,6.10%,19.60%,39.80%,31.20%
26022319,西北风云,https://movie.douban.com/subject/26022319/,3.4,2116,1.80%,2.40%,12.40%,32.90%,50.60%
26692647,毕业作品,https://movie.douban.com/subject/26692647/,3.3,4000,0.00%,1.50%,11.30%,37.70%,49.50%
1892134,夺命来电,https://movie.douban.com/subject/1892134/,4.5,6106,1.40%,3.40%,31.20%,48.80%,15.30%
30180521,二师兄来了,https://movie.douban.com/subject/30180521/,null,NA,NA,NA,NA,NA,NA
30171599,青春后驱动,https://movie.douban.com/subject/30171599/,null,NA,NA,NA,NA,NA,NA
26430636,狂暴巨兽,https://movie.douban.com/subject/26430636/,6.3,160401,4.80%,22.30%,57.60%,13.40%,1.80%
27200820,凌晨两点半,https://movie.douban.com/subject/27200820/,2.1,679,0.00%,0.00%,0.00%,3.20%,96.80%
30183443,壹号别墅,https://movie.douban.com/subject/30183443/,null,NA,NA,NA,NA,NA,NA
27077266,米花之味,https://movie.douban.com/subject/27077266/,7.3,24083,11.50%,48.90%,35.00%,3.90%,0.70%
26602305,二十一克拉,https://movie.douban.com/subject/26602305/,null,NA,NA,NA,NA,NA,NA
26661189,脱单告急,https://movie.douban.com/subject/26661189/,5.4,21137,4.20%,13.10%,41.30%,31.50%,9.90%
26760161,冰封迷案,https://movie.douban.com/subject/26760161/,3.2,629,2.30%,0.00%,4.70%,41.90%,51.20%
26640371,犬之岛,https://movie.douban.com/subject/26640371/,8.2,228189,32.50%,49.50%,16.40%,1.30%,0.30%
27149979,理想之路,https://movie.douban.com/subject/27149979/,null,NA,NA,NA,NA,NA,NA
30188193,求求你爱上我,https://movie.douban.com/subject/30188193/,4.8,2828,6.90%,8.90%,25.70%,34.70%,23.80%
27592569,雪葬,https://movie.douban.com/subject/27592569/,6.5,779,15.60%,17.80%,48.90%,13.30%,4.40%
26935777,玛丽与魔女之花,https://movie.douban.com/subject/26935777/,6.2,37551,4.70%,19.90%,59.50%,14.10%,1.70%
25881611,战神纪,https://movie.douban.com/subject/25881611/,3.4,13819,7.80%,3.10%,5.70%,18.40%,65.00%
26924141,低压槽：欲望之城,https://movie.douban.com/subject/26924141/,4.3,16658,3.10%,6.10%,23.40%,39.80%,27.50%
26715657,幕后玩家,https://movie.douban.com/subject/26715657/,7.6,16603,20.10%,46.70%,29.00%,3.50%,0.70%
26683723,后来的我们,https://movie.douban.com/subject/26683723/,5.9,359241,7.20%,19.90%,42.80%,21.70%,8.40%
30187395,午夜十二点,https://movie.douban.com/subject/30187395/,null,NA,NA,NA,NA,NA,NA
26868408,黄金花,https://movie.douban.com/subject/26868408/,6.5,7429,4.20%,27.20%,57.20%,10.40%,1.00%
30198302,尖叫直播,https://movie.douban.com/subject/30198302/,null,NA,NA,NA,NA,NA,NA
30183489,小公主艾薇拉与神秘王国,https://movie.douban.com/subject/30183489/,null,NA,NA,NA,NA,NA,NA
26769474,香港大营救,https://movie.douban.com/subject/26769474/,4.4,1063,2.20%,4.50%,27.00%,43.80%,22.50%
26420932,巴霍巴利王二：终结,https://movie.douban.com/subject/26420932/,7,50922,13.00%,37.40%,40.10%,7.80%,1.80%
27148201,我们的青春岁月,https://movie.douban.com/subject/27148201/,null,NA,NA,NA,NA,NA,NA
5330387,青年马克思,https://movie.douban.com/subject/5330387/,6.6,10783,9.10%,26.40%,49.70%,12.30%,2.50%
30183444,任性的硬币,https://movie.douban.com/subject/30183444/,null,NA,NA,NA,NA,NA,NA
26968024,我是你妈,https://movie.douban.com/subject/26968024/,4.8,14349,2.60%,8.80%,31.60%,39.10%,17.90%
26610786,战犬瑞克斯,https://movie.douban.com/subject/26610786/,6.8,11757,8.10%,31.10%,53.20%,7.20%,0.40%
26241770,破门,https://movie.douban.com/subject/26241770/,8.6,1838,45.70%,40.50%,11.20%,2.30%,0.30%
24773958,复仇者联盟三：无限战争（上）,https://movie.douban.com/subject/24773958/,8.1,759950,33.40%,43.50%,19.80%,2.40%,0.90%
26720366,寻找女神·娇阿依,https://movie.douban.com/subject/26720366/,null,NA,NA,NA,NA,NA,NA
26682831,天梦,https://movie.douban.com/subject/26682831/,null,NA,NA,NA,NA,NA,NA
27608425,亲爱的，我要和别人结婚了,https://movie.douban.com/subject/27608425/,4.2,918,4.90%,2.40%,31.70%,22.00%,39.00%
30212331,找爱之旅,https://movie.douban.com/subject/30212331/,null,NA,NA,NA,NA,NA,NA
26909423,路过未来,https://movie.douban.com/subject/26909423/,6.5,7101,9.10%,26.30%,47.40%,14.90%,2.40%
27065636,七号公馆,https://movie.douban.com/subject/27065636/,null,NA,NA,NA,NA,NA,NA
30167129,荒城纪,https://movie.douban.com/subject/30167129/,6.8,11238,8.60%,33.90%,46.30%,9.90%,1.30%
26997663,寂静之地,https://movie.douban.com/subject/26997663/,6.3,295754,5.40%,25.90%,50.10%,15.30%,3.20%
27133303,超时空同居,https://movie.douban.com/subject/27133303/,6.8,508702,8.00%,34.30%,48.50%,8.10%,1.10%
26877106,昼颜 电影版,https://movie.douban.com/subject/26877106/,6.4,89457,7.10%,24.30%,50.20%,15.80%,2.50%
30207684,火魔高跟鞋,https://movie.douban.com/subject/30207684/,null,NA,NA,NA,NA,NA,NA
30176809,擒贼先擒王,https://movie.douban.com/subject/30176809/,null,NA,NA,NA,NA,NA,NA
30197981,时间暗局,https://movie.douban.com/subject/30197981/,null,NA,NA,NA,NA,NA,NA
26799232,西小河的夏天,https://movie.douban.com/subject/26799232/,6.6,16085,5.90%,31.10%,52.10%,9.90%,1.00%
27041538,神谕通天,https://movie.douban.com/subject/27041538/,null,NA,NA,NA,NA,NA,NA
25918677,命运速递,https://movie.douban.com/subject/25918677/,6.2,6568,6.00%,23.80%,47.80%,19.00%,3.40%
26614893,完美陌生人,https://movie.douban.com/subject/26614893/,8.5,508718,40.00%,47.00%,12.00%,0.80%,0.20%
25900947,游侠索罗：星球大战外传,https://movie.douban.com/subject/25900947/,6.8,60747,8.70%,32.40%,48.10%,9.70%,1.10%
30197104,雾都神探之绝情箭,https://movie.douban.com/subject/30197104/,null,NA,NA,NA,NA,NA,NA
30212356,策反,https://movie.douban.com/subject/30212356/,null,NA,NA,NA,NA,NA,NA
25836137,爱是永恒,https://movie.douban.com/subject/25836137/,6.4,1383,14.00%,20.60%,41.60%,19.10%,4.80%
26931155,给十九岁的我自己,https://movie.douban.com/subject/26931155/,4.9,3830,5.10%,10.20%,29.40%,37.60%,17.80%
27043980,我的宠物恐龙,https://movie.douban.com/subject/27043980/,4.1,1408,1.70%,3.40%,22.40%,44.80%,27.60%
30234931,三界,https://movie.douban.com/subject/30234931/,null,NA,NA,NA,NA,NA,NA
30146980,潜艇总动员：海底两万里,https://movie.douban.com/subject/30146980/,4,1253,0.00%,3.90%,33.30%,19.60%,43.10%
30215891,寻找雪山,https://movie.douban.com/subject/30215891/,null,NA,NA,NA,NA,NA,NA
30210411,毛骨悚然之红衣男孩,https://movie.douban.com/subject/30210411/,null,NA,NA,NA,NA,NA,NA
30166791,魔镜奇缘二,https://movie.douban.com/subject/30166791/,null,NA,NA,NA,NA,NA,NA
27069070,哆啦A梦：大雄的金银岛,https://movie.douban.com/subject/27069070/,6.4,39187,8.10%,24.20%,51.60%,13.20%,2.90%
27087885,我想和你们在一起,https://movie.douban.com/subject/27087885/,null,NA,NA,NA,NA,NA,NA
30215189,蓝色金鱼,https://movie.douban.com/subject/30215189/,null,NA,NA,NA,NA,NA,NA
27157647,暗夜良人,https://movie.douban.com/subject/27157647/,3.8,798,1.20%,2.40%,16.90%,44.60%,34.90%
26949264,深海越狱,https://movie.douban.com/subject/26949264/,4.2,10510,1.80%,2.30%,25.30%,47.10%,23.50%
26813286,幸福马上来,https://movie.douban.com/subject/26813286/,3.7,12379,2.10%,2.50%,16.50%,37.70%,41.30%
26864182,一纸婚约,https://movie.douban.com/subject/26864182/,2.7,7631,2.00%,0.60%,8.00%,11.70%,77.70%
30230515,那年，我还没长大,https://movie.douban.com/subject/30230515/,null,NA,NA,NA,NA,NA,NA
27098062,别让爱情走弯路,https://movie.douban.com/subject/27098062/,null,NA,NA,NA,NA,NA,NA
26942645,厕所英雄,https://movie.douban.com/subject/26942645/,7.1,100470,11.30%,39.90%,42.40%,5.60%,0.80%
30205398,因果启示录,https://movie.douban.com/subject/30205398/,null,NA,NA,NA,NA,NA,NA
30212351,恐怖浴室,https://movie.douban.com/subject/30212351/,2.2,1204,0.00%,0.00%,3.30%,3.30%,93.30%
30211728,一个人的江湖,https://movie.douban.com/subject/30211728/,3.8,592,4.90%,2.40%,17.10%,26.80%,48.80%
30217368,盯上小偷的贼,https://movie.douban.com/subject/30217368/,null,NA,NA,NA,NA,NA,NA
30133750,疯狂这一年,https://movie.douban.com/subject/30133750/,5.6,289,3.30%,10.00%,60.00%,16.70%,10.00%
30198241,时间监狱,https://movie.douban.com/subject/30198241/,null,NA,NA,NA,NA,NA,NA
2342687,家,https://movie.douban.com/subject/2342687/,8.1,2320,29.10%,50.20%,18.90%,1.10%,0.70%
27195080,泄密者,https://movie.douban.com/subject/27195080/,5.3,28898,1.40%,8.60%,48.70%,35.40%,5.80%
26425435,泡菜爱上小龙虾,https://movie.douban.com/subject/26425435/,2.7,891,3.60%,1.80%,1.80%,10.70%,82.10%
26888820,血十三,https://movie.douban.com/subject/26888820/,4.3,1352,2.80%,2.10%,26.20%,47.60%,21.40%
26818314,猛虫过江,https://movie.douban.com/subject/26818314/,3.7,43729,2.80%,2.90%,16.20%,33.50%,44.70%
26416062,侏罗纪世界二,https://movie.douban.com/subject/26416062/,6.6,370813,6.70%,30.60%,52.10%,9.40%,1.20%
26791910,吃货宇宙,https://movie.douban.com/subject/26791910/,5.7,3222,4.70%,17.20%,41.80%,28.90%,7.30%
30224724,疯狂的麻将,https://movie.douban.com/subject/30224724/,4.8,525,8.60%,5.70%,25.70%,37.10%,22.90%
25971649,第七个小矮人,https://movie.douban.com/subject/25971649/,6.3,860,7.80%,25.50%,51.00%,3.90%,11.80%
27166974,监狱犬计划,https://movie.douban.com/subject/27166974/,3.5,835,2.00%,2.00%,14.00%,34.00%,48.00%
26990268,凤凰城遗忘录,https://movie.douban.com/subject/26990268/,5.9,2460,2.60%,20.20%,49.60%,22.80%,4.80%
25849049,超人总动员二,https://movie.douban.com/subject/25849049/,7.8,258106,21.80%,48.80%,27.30%,2.00%,0.10%
26677141,伊阿索密码,https://movie.douban.com/subject/26677141/,3.4,876,0.00%,0.00%,13.00%,46.30%,40.70%
26992383,龙虾刑警,https://movie.douban.com/subject/26992383/,4.8,76492,1.20%,5.80%,36.90%,42.80%,13.20%
26815162,生存家族,https://movie.douban.com/subject/26815162/,8,121095,23.90%,55.20%,19.10%,1.50%,0.30%
30230633,致命夺宝,https://movie.douban.com/subject/30230633/,null,NA,NA,NA,NA,NA,NA
30183834,出走的娜拉,https://movie.douban.com/subject/30183834/,null,NA,NA,NA,NA,NA,NA
1305690,阿飞正传,https://movie.douban.com/subject/1305690/,8.5,489956,39.90%,46.40%,12.80%,0.80%,0.20%
27175526,明天有多远,https://movie.douban.com/subject/27175526/,null,NA,NA,NA,NA,NA,NA
3838052,马兰花开,https://movie.douban.com/subject/3838052/,7.1,111,17.70%,31.60%,41.80%,7.60%,1.30%
27667334,暹罗决：九神战甲,https://movie.douban.com/subject/27667334/,6.6,3139,7.90%,28.10%,52.00%,10.20%,1.80%
26905469,金蝉脱壳二,https://movie.douban.com/subject/26905469/,3.2,43698,0.50%,1.60%,10.70%,31.10%,56.00%
24843621,地下凶猛,https://movie.douban.com/subject/24843621/,null,NA,NA,NA,NA,NA,NA
26925317,动物世界,https://movie.douban.com/subject/26925317/,7.2,539642,11.40%,44.00%,37.30%,5.80%,1.50%
27045333,凤皇传,https://movie.douban.com/subject/27045333/,null,NA,NA,NA,NA,NA,NA
27202825,最后一球,https://movie.douban.com/subject/27202825/,7.4,10994,18.10%,39.30%,38.20%,4.20%,0.30%
1466493,姽婳,https://movie.douban.com/celebrity/1466493/,null,NA,NA,NA,NA,NA,NA
27622690,青春不留白,https://movie.douban.com/subject/27622690/,null,NA,NA,NA,NA,NA,NA
26951955,恋爱101度,https://movie.douban.com/subject/26951955/,null,NA,NA,NA,NA,NA,NA
26775743,快乐星球之三十六号,https://movie.douban.com/subject/26775743/,null,NA,NA,NA,NA,NA,NA
26614101,红盾先锋,https://movie.douban.com/subject/26614101/,null,NA,NA,NA,NA,NA,NA
26725114,心灵救赎,https://movie.douban.com/subject/26725114/,null,NA,NA,NA,NA,NA,NA
26752088,我不是药神,https://movie.douban.com/subject/26752088/,9,2034222,58.70%,33.70%,6.90%,0.50%,0.20%
30235134,细思极恐,https://movie.douban.com/subject/30235134/,2.4,662,0.00%,0.00%,6.10%,6.10%,87.90%
30255216,您一定不要错过,https://movie.douban.com/subject/30255216/,5.7,2213,21.10%,11.30%,24.80%,17.30%,25.60%
1296623,只能活一个,https://movie.douban.com/subject/1296623/,7.7,22604,21.10%,47.10%,28.30%,2.90%,0.50%
30198729,新大头儿子和小头爸爸三：俄罗斯奇遇记,https://movie.douban.com/subject/30198729/,4.8,4628,5.90%,7.40%,34.80%,25.20%,26.70%
30261979,左滩,https://movie.douban.com/subject/30261979/,null,NA,NA,NA,NA,NA,NA
27053277,格桑花开的时候,https://movie.douban.com/subject/27053277/,null,NA,NA,NA,NA,NA,NA
30183825,海龙屯,https://movie.douban.com/subject/30183825/,8.1,2770,29.20%,49.10%,19.60%,2.10%,0.00%
26366496,邪不压正,https://movie.douban.com/subject/26366496/,7,683638,14.20%,36.70%,38.30%,8.40%,2.30%
26746958,阿修罗,https://movie.douban.com/subject/26746958/,3,18093,2.90%,2.10%,8.20%,17.10%,69.60%
30249257,天佑之爱,https://movie.douban.com/subject/30249257/,null,NA,NA,NA,NA,NA,NA
30227725,小悟空,https://movie.douban.com/subject/30227725/,4.6,1176,2.90%,5.90%,35.30%,32.40%,23.50%
30252555,八只鸡,https://movie.douban.com/subject/30252555/,null,NA,NA,NA,NA,NA,NA
30262110,闺蜜的战争,https://movie.douban.com/subject/30262110/,3.5,385,3.40%,3.40%,13.80%,24.10%,55.20%
26930056,汪星卧底,https://movie.douban.com/subject/26930056/,6,3510,3.50%,17.50%,60.30%,14.40%,4.30%
26660063,淘气大侦探,https://movie.douban.com/subject/26660063/,6.7,3570,7.50%,29.50%,53.50%,8.60%,0.80%
