page_index,movie_id,title,username,user_id,rating,date,time,comment,useful_count
0,26820394,功夫小兔侠,红藕香残玉簟秋,127437486,很差,2017-06-01,00:04:00,这个画风恕难接受,5
0,26820394,功夫小兔侠,Ruby,42724768,很差,2017-08-02,02:30:12,故事很低龄，但又缺少低龄应有的天真感。跟孩子看完不知道乱七八糟想要讲的真善美中的哪一点？这样对比下来熊出没大电影太良心制作了。,2
0,26820394,功夫小兔侠,老朱無電影不歡,1319405,很差,2017-07-22,20:34:00,Flash水准，低幼和呆萌还是有区别的,0
0,26820394,功夫小兔侠,-Loewe,159286549,很差,2017-06-08,21:34:28,从进电影院开始就一直在玩手机。不想承认这就是国产动画的水平。,2
0,26820394,功夫小兔侠,无语望天,152865875,很差,2017-06-01,14:34:33,花钱看这种片子简直浪费电影票！,3
0,26820394,功夫小兔侠,麦子,btone0808,很差,2017-07-20,08:50:26,故事太低弱了，制作都不要求，先把剧情设定的有点出息吧,1
0,26820394,功夫小兔侠,彩戏师wala,caixishi,还行,2017-07-24,00:08:01,小孩子喜欢，神奇的mini学校,0
0,26820394,功夫小兔侠,南峰,140772395,还行,2018-06-17,14:49:16,还可以，不是很好看。,0
0,26820394,功夫小兔侠,请保持高冷,148179414,较差,2017-06-01,13:27:18,带孩子看了一半就出来了。我们怎么就做不出冰雪奇缘这种精品动画片呢？,23
0,26820394,功夫小兔侠,莹小宝,benbenmuxi,很差,2017-08-02,00:12:57,兔子好像那兔里的，但是孩子不喜欢啊！别的动画他都能坚持看完，这个不行。不好看。,0
0,26820394,功夫小兔侠,❑💞之守护❐,sh132913,很差,2021-06-02,22:19:41,说实话，这部剧有点抬高古代低古现代你看反派好像穿的是现代的,0
0,26820394,功夫小兔侠,徐典,173477341,很差,2018-03-16,21:07:21,行，小孩都不要学习了，干脆去跟几个老头学太极吧!,1
0,26820394,功夫小兔侠,醉翁之意不在酒,160508750,很差,2017-06-01,00:10:40,画风差到发指,2
